yahoo.com, 98.137.11.163, API
google.com,  142.250.190.78, CACHED
yahoo.con, Host not found, API
yahoo.com, 98.137.11.163, CACHED
penis.jpg, Host not found, API
google.com,  142.250.190.78, CACHED
yahoo.com, 98.137.11.163, CACHED
die.co.uk, 104.247.81.52, API
